CourseCode;Name;StartDate;EndDate;Location;MaterialType;Description;MatCode;MainCategory;SubCategory1;SubCategory2
567075;Microsoft BizTalk Server -sovelluskehitys;6.2.2019;8.2.2019;Pasila;PDF;Nykyaikaisessa sovelluskehityksessä haetaan tuottavuutta ja BizTalk Server tarjoaa sen intergraatioratkaisujen toteuttamiseen. Tuote on hyvin laaja ja kokonaisvaltaisen yleiskuvan saamiseksi sekä hyvien käytäntöjen ymmärtämiseksi tämä kurssi tarjoaa hyvän paketin.;True;Technology;Software Development;Microsoft Technologies
567076;Microsoft BizTalk Server -sovelluskehitys;6.2.2019;8.2.2019;Online;PDF;Nykyaikaisessa sovelluskehityksessä haetaan tuottavuutta ja BizTalk Server tarjoaa sen intergraatioratkaisujen toteuttamiseen. Tuote on hyvin laaja ja kokonaisvaltaisen yleiskuvan saamiseksi sekä hyvien käytäntöjen ymmärtämiseksi tämä kurssi tarjoaa hyvän paketin.;True;Technology;Software Development;Microsoft Technologies
565762;Word jatkokurssi - Monipuoliset asiakirjat;16.11.2018;16.11.2018;Pasila;;Älä ärsyynny vaan onnistu Word-asiakirjojesi kanssa!;True;Productivity;Co-operation and Communication
565763;Word jatkokurssi - Monipuoliset asiakirjat;16.11.2018;16.11.2018;Online;;Älä ärsyynny vaan onnistu Word-asiakirjojesi kanssa!;True;Productivity;Co-operation and Communication
565463;Excel makrot ja VBA II;10.9.2018;11.9.2018;Pasila;;Kurssilla syvennät Excel makrot ja VBA I -kurssin pohjalta saamiasi VBA-taitoja. Kurssin jälkeen osaat tuottaa entistä toimivampia makroja hyödyntämällä mm.1. virheenhallintarakenteita2. argumenttien välittämistä aliohjelmille3. omia funktioita4. automaattisesti käynnistyviä tapahtumakäsittelijöitä;True;Productivity;Business Applications;Spreadsheets and Reporting
565464;Excel makrot ja VBA II;10.9.2018;11.9.2018;Online;;Kurssilla syvennät Excel makrot ja VBA I -kurssin pohjalta saamiasi VBA-taitoja. Kurssin jälkeen osaat tuottaa entistä toimivampia makroja hyödyntämällä mm.1. virheenhallintarakenteita2. argumenttien välittämistä aliohjelmille3. omia funktioita4. automaattisesti käynnistyviä tapahtumakäsittelijöitä;True;Productivity;Business Applications;Spreadsheets and Reporting
566916;Excel makrot ja VBA II;6.5.2019;7.5.2019;Pasila;;Kurssilla syvennät Excel makrot ja VBA I -kurssin pohjalta saamiasi VBA-taitoja. Kurssin jälkeen osaat tuottaa entistä toimivampia makroja hyödyntämällä mm.1. virheenhallintarakenteita2. argumenttien välittämistä aliohjelmille3. omia funktioita4. automaattisesti käynnistyviä tapahtumakäsittelijöitä;True;Productivity;Business Applications;Spreadsheets and Reporting
566917;Excel makrot ja VBA II;6.5.2019;7.5.2019;Online;;Kurssilla syvennät Excel makrot ja VBA I -kurssin pohjalta saamiasi VBA-taitoja. Kurssin jälkeen osaat tuottaa entistä toimivampia makroja hyödyntämällä mm.1. virheenhallintarakenteita2. argumenttien välittämistä aliohjelmille3. omia funktioita4. automaattisesti käynnistyviä tapahtumakäsittelijöitä;True;Productivity;Business Applications;Spreadsheets and Reporting
566664;Excel makrot ja VBA I;10.12.2018;11.12.2018;Pasila;PDF;Excel-osaamista arvostetaan ja hallitsemalla myös makrot ja VBA:n saat merkittävää osaamispääomaa, jolla on takuulla arvoa työmarkkinoilla, sillä Excel VBA-osaaja pystyy parhaimmillaan tehostamaan koko työyhteisön rutiineita laatimalla makroja yhteiseen käyttöön.;True;Productivity;Business Applications;Spreadsheets and Reporting
566665;Excel makrot ja VBA I;10.12.2018;11.12.2018;Online;PDF;Excel-osaamista arvostetaan ja hallitsemalla myös makrot ja VBA:n saat merkittävää osaamispääomaa, jolla on takuulla arvoa työmarkkinoilla, sillä Excel VBA-osaaja pystyy parhaimmillaan tehostamaan koko työyhteisön rutiineita laatimalla makroja yhteiseen käyttöön.;True;Productivity;Business Applications;Spreadsheets and Reporting
566914;Excel makrot ja VBA I;17.4.2019;18.4.2019;Pasila;PDF;Excel-osaamista arvostetaan ja hallitsemalla myös makrot ja VBA:n saat merkittävää osaamispääomaa, jolla on takuulla arvoa työmarkkinoilla, sillä Excel VBA-osaaja pystyy parhaimmillaan tehostamaan koko työyhteisön rutiineita laatimalla makroja yhteiseen käyttöön.;True;Productivity;Business Applications;Spreadsheets and Reporting
566915;Excel makrot ja VBA I;17.4.2019;18.4.2019;Online;PDF;Excel-osaamista arvostetaan ja hallitsemalla myös makrot ja VBA:n saat merkittävää osaamispääomaa, jolla on takuulla arvoa työmarkkinoilla, sillä Excel VBA-osaaja pystyy parhaimmillaan tehostamaan koko työyhteisön rutiineita laatimalla makroja yhteiseen käyttöön.;True;Productivity;Business Applications;Spreadsheets and Reporting
565457;Excel jatkokurssi;3.9.2018;4.9.2018;Pasila;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
565458;Excel jatkokurssi;3.9.2018;4.9.2018;Online;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
566415;Excel jatkokurssi;24.9.2018;25.9.2018;Online;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
566414;Excel jatkokurssi;24.9.2018;25.9.2018;Pasila;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
565460;Excel jatkokurssi;22.11.2018;23.11.2018;Online;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
565459;Excel jatkokurssi;22.11.2018;23.11.2018;Pasila;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
566910;Excel jatkokurssi;1.4.2019;2.4.2019;Pasila;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
566911;Excel jatkokurssi;1.4.2019;2.4.2019;Online;;Töitä on paljon, tekijöitä vähän. Enää ei ole aikaa tuhlattavaksi.Kurssi on läpileikkaus ohjelman mahdollisuuksiin. Kurssilla opit mitä kaikkea ohjelmalla voikaan tehdä mm.1. Yhteenvetotaulukot ja hyödylliset funktiot2. Kaavojen tarkistamiseen ja virheiden selvittelyyn tarkoitetut työvälineet3. Isojen aineistojen käsittelyyn liittyvät toiminnot (lajittelu, suodatus ja Pivot-taulukot).;False;Productivity;Business Applications;Spreadsheets and Reporting
566381;SQL-kielen jatkokurssi;17.9.2018;18.9.2018;Pasila;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
566382;SQL-kielen jatkokurssi;17.9.2018;18.9.2018;Online;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
565221;SQL-kielen jatkokurssi;20.9.2018;21.9.2018;Pasila;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
565222;SQL-kielen jatkokurssi;20.9.2018;21.9.2018;Online;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
565223;SQL-kielen jatkokurssi;29.10.2018;30.10.2018;Pasila;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
565224;SQL-kielen jatkokurssi;29.10.2018;30.10.2018;Online;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
566771;SQL-kielen jatkokurssi;1.11.2018;2.11.2018;Online;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
566770;SQL-kielen jatkokurssi;1.11.2018;2.11.2018;Pasila;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
567036;SQL-kielen jatkokurssi;28.3.2019;29.3.2019;Pasila;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
567037;SQL-kielen jatkokurssi;28.3.2019;29.3.2019;Online;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
567038;SQL-kielen jatkokurssi;6.6.2019;7.6.2019;Pasila;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
567039;SQL-kielen jatkokurssi;6.6.2019;7.6.2019;Online;PDF;Tämä kurssi on tarkoitettu käyttäjille, jotka tuntevat SQL-kielen perusteet ja haluavat perehtyä tarkemmin kielen rakenteeseen ja tehokkaaseen käyttöön.;True;Technology;Databases and Analytics;Database Programming
565869;Linux/Unix perusteet;4.10.2018;5.10.2018;Online;PDF;Linuxin perusteet vasta-alkajille! Itse kokeillen ja rauhalliseen tahtiin. Linux on vakiinnuttanut asemansa etenkin palvelinpuolella. Vaikka Linux onkin UNIXin klooni, ovat eri unix-tyyppiset käyttöjärjestelmät perustoiminnoiltaan hyvin samanlaisia.;False;Technology;Infra;Server Operating Systems
565868;Linux/Unix perusteet;4.10.2018;5.10.2018;Pasila;PDF;Linuxin perusteet vasta-alkajille! Itse kokeillen ja rauhalliseen tahtiin. Linux on vakiinnuttanut asemansa etenkin palvelinpuolella. Vaikka Linux onkin UNIXin klooni, ovat eri unix-tyyppiset käyttöjärjestelmät perustoiminnoiltaan hyvin samanlaisia.;False;Technology;Infra;Server Operating Systems
565773;Group Policy -hallinta;1.11.2018;2.11.2018;Pasila;PDF;Windows Server -tuotteen merkittävin ominaisuus on Active Directory -hakemistopalvelu (AD), ja AD:ssa eräs keskeinen osa-alue on Group Policy. Sen avulla organisaatio voi monin tavoin tehostaa ja automatisoida Windows-työasemien, mutta miksei myös -palvelimien hallintaa. Käyttäjille voidaan luoda automaattisesti valmis työskentely-ympäristö, jaella sovelluksia ja myös auttaa käyttäjän dokumenttien varmuuskopioinnissa.;True;Technology;Infra;Windows Workstations
565774;Group Policy -hallinta;1.11.2018;2.11.2018;Online;PDF;Windows Server -tuotteen merkittävin ominaisuus on Active Directory -hakemistopalvelu (AD), ja AD:ssa eräs keskeinen osa-alue on Group Policy. Sen avulla organisaatio voi monin tavoin tehostaa ja automatisoida Windows-työasemien, mutta miksei myös -palvelimien hallintaa. Käyttäjille voidaan luoda automaattisesti valmis työskentely-ympäristö, jaella sovelluksia ja myös auttaa käyttäjän dokumenttien varmuuskopioinnissa.;True;Technology;Infra;Windows Workstations
565707;SQL Server hallinta II;4.10.2018;5.10.2018;Pasila;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
565708;SQL Server hallinta II;4.10.2018;5.10.2018;Online;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
565709;SQL Server hallinta II;26.11.2018;27.11.2018;Pasila;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
565710;SQL Server hallinta II;26.11.2018;27.11.2018;Online;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
567027;SQL Server hallinta II;26.3.2019;27.3.2019;Online;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
567026;SQL Server hallinta II;26.3.2019;27.3.2019;Pasila;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
567028;SQL Server hallinta II;3.6.2019;4.6.2019;Pasila;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
567029;SQL Server hallinta II;3.6.2019;4.6.2019;Online;PDF;Osaatko monitoroida SQL Serveriä, toteuttaa korkean käytettävyyden ratkaisuja tai siirtää kannan pilveen? Tässä koulutuksessa otat SQL Serverin haltuun.;True;Technology;Databases and Analytics;Database Administration
565702;SQL Server hallinta I;19.9.2018;21.9.2018;Pasila;PDF;SQL Serveriä käytetään lukuisten sovellusten tietokanta-alustana ja lisäksi se toimii useimpien Microsoftin omien tuotteiden taustalla. Tällä kurssilla opit lyhyessä ajassa kaiken oleellisen SQL Serverin hallinnasta.;False;Technology;Databases and Analytics;Database Administration
565703;SQL Server hallinta I;19.9.2018;21.9.2018;Online;PDF;SQL Serveriä käytetään lukuisten sovellusten tietokanta-alustana ja lisäksi se toimii useimpien Microsoftin omien tuotteiden taustalla. Tällä kurssilla opit lyhyessä ajassa kaiken oleellisen SQL Serverin hallinnasta.;False;Technology;Databases and Analytics;Database Administration
565704;SQL Server hallinta I;20.11.2018;22.11.2018;Pasila;PDF;SQL Serveriä käytetään lukuisten sovellusten tietokanta-alustana ja lisäksi se toimii useimpien Microsoftin omien tuotteiden taustalla. Tällä kurssilla opit lyhyessä ajassa kaiken oleellisen SQL Serverin hallinnasta.;True;Technology;Databases and Analytics;Database Administration
565705;SQL Server hallinta I;20.11.2018;22.11.2018;Online;PDF;SQL Serveriä käytetään lukuisten sovellusten tietokanta-alustana ja lisäksi se toimii useimpien Microsoftin omien tuotteiden taustalla. Tällä kurssilla opit lyhyessä ajassa kaiken oleellisen SQL Serverin hallinnasta.;True;Technology;Databases and Analytics;Database Administration
